panel,level,method,model,n_total,n_success,n_failed,skeleton_f1_mean,skeleton_f1_std,skeleton_f1_ci95_low,skeleton_f1_ci95_high,directed_f1_mean,directed_f1_std,directed_f1_ci95_low,directed_f1_ci95_high,dag_shd_mean,dag_shd_std,dag_shd_ci95_low,dag_shd_ci95_high,efficiency_mean,efficiency_std,efficiency_ci95_low,efficiency_ci95_high,submit_directed_mean,submit_undirected_mean,interventions_used_mean,total_actions_mean,stats_actions_mean,intervene_actions_mean,submit_actions_mean,sanitized_overlap_count_mean,cost_usd_mean
active,3,llm_raw,claude-haiku-4-5-20251001,8,0,8,,,,,,,,,,,,,,,,,,,,,,,,,
active,3,llm_stats,claude-haiku-4-5-20251001,8,0,8,,,,,,,,,,,,,,,,,,,,,,,,,
active,3,llm_stats_cpdag_greedy,claude-haiku-4-5-20251001,8,0,8,,,,,,,,,,,,,,,,,,,,,,,,,
active,3,oracle,baseline,8,8,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
active,3,pc_cpdag_llm,claude-haiku-4-5-20251001,8,0,8,,,,,,,,,,,,,,,,,,,,,,,,,
active,3,pc_greedy,baseline,8,8,0,0.779334700387332,0.08734707053518585,0.7188062686129666,0.8398631321616974,0.6966564137616769,0.12410007912518392,0.6106594464163763,0.7826533811069775,5.5,1.6035674514745464,4.3887844493528725,6.6112155506471275,0.6354166666666666,0.2670291435256899,0.4503749108684445,0.8204584224648888,8.5,0.25,2.75,0.0,0.0,0.0,0.0,0.0,0.0
active,4,llm_raw,claude-haiku-4-5-20251001,8,0,8,,,,,,,,,,,,,,,,,,,,,,,,,
active,4,llm_stats,claude-haiku-4-5-20251001,8,0,8,,,,,,,,,,,,,,,,,,,,,,,,,
active,4,llm_stats_cpdag_greedy,claude-haiku-4-5-20251001,8,0,8,,,,,,,,,,,,,,,,,,,,,,,,,
active,4,oracle,baseline,8,8,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
active,4,pc_cpdag_llm,claude-haiku-4-5-20251001,8,0,8,,,,,,,,,,,,,,,,,,,,,,,,,
active,4,pc_greedy,baseline,8,8,0,0.7747315546772069,0.06905786277089626,0.7268768972788472,0.8225862120755666,0.6895503952569171,0.12391634268288049,0.6036807507702343,0.7754200397435999,6.25,2.052872551885702,4.82743189969689,7.67256810030311,0.8541666666666666,0.20773724245970415,0.7102121020753809,0.9981212312579524,9.5,0.0,3.125,0.0,0.0,0.0,0.0,0.0,0.0
active,5,llm_raw,claude-haiku-4-5-20251001,8,0,8,,,,,,,,,,,,,,,,,,,,,,,,,
active,5,llm_stats,claude-haiku-4-5-20251001,8,0,8,,,,,,,,,,,,,,,,,,,,,,,,,
active,5,llm_stats_cpdag_greedy,claude-haiku-4-5-20251001,8,0,8,,,,,,,,,,,,,,,,,,,,,,,,,
active,5,oracle,baseline,8,8,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
active,5,pc_cpdag_llm,claude-haiku-4-5-20251001,8,0,8,,,,,,,,,,,,,,,,,,,,,,,,,
active,5,pc_greedy,baseline,8,8,0,0.7590740389878321,0.07474396559058294,0.7072791133643944,0.8108689646112698,0.6419633208426312,0.14923782884743161,0.5385467816708065,0.7453798600144559,8.125,2.5319388392523003,6.370455899670801,9.879544100329198,0.7208333333333333,0.2383391607679182,0.5556727212680538,0.8859939453986129,11.0,0.25,3.375,0.0,0.0,0.0,0.0,0.0,0.0
observational,0,pc,baseline,8,8,0,0.975,0.07071067811865474,0.9259999999999999,1.024,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,0.25,2.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
observational,1,pc,baseline,8,8,0,0.8477272727272727,0.11860563367742534,0.7655377618242424,0.929916783630303,0.26388888888888884,0.2890567278011796,0.06358279596059688,0.4641949818171808,5.125,1.5526475085202969,4.049070169574242,6.200929830425758,1.0,0.0,1.0,1.0,1.25,3.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
observational,2,pc,baseline,8,8,0,0.7403186274509804,0.10442342029393886,0.6679568890185341,0.8126803658834267,0.2710726773226773,0.29053835517588306,0.06973986900581783,0.47240548563953677,7.625,2.5035688811888406,5.8901152776048775,9.359884722395122,1.0,0.0,1.0,1.0,3.0,3.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
observational,3,pc,baseline,8,8,0,0.779334700387332,0.08734707053518585,0.7188062686129666,0.8398631321616974,0.3447368421052631,0.2703929968927752,0.15736405485079344,0.5321096293597328,9.5,2.7255405754769875,7.611296741147514,11.388703258852486,1.0,0.0,1.0,1.0,4.25,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
observational,4,pc,baseline,8,8,0,0.7747315546772069,0.06905786277089626,0.7268768972788472,0.8225862120755666,0.36637055539919317,0.15612154017929283,0.2581838476441285,0.47455726315425784,10.875,1.807721533549109,9.62231288822787,12.12768711177213,1.0,0.0,1.0,1.0,4.625,4.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
observational,5,pc,baseline,8,8,0,0.7590740389878321,0.07474396559058294,0.7072791133643944,0.8108689646112698,0.3336530638189677,0.2201557347229862,0.1810929231380321,0.4862132044999033,13.0,2.5634797778466227,11.223599144337067,14.776400855662933,1.0,0.0,1.0,1.0,5.75,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
