panel,level,method,model,n_total,n_success,n_failed,skeleton_f1_mean,skeleton_f1_std,skeleton_f1_ci95_low,skeleton_f1_ci95_high,directed_f1_mean,directed_f1_std,directed_f1_ci95_low,directed_f1_ci95_high,dag_shd_mean,dag_shd_std,dag_shd_ci95_low,dag_shd_ci95_high,efficiency_mean,efficiency_std,efficiency_ci95_low,efficiency_ci95_high,submit_directed_mean,submit_undirected_mean,interventions_used_mean,total_actions_mean,stats_actions_mean,intervene_actions_mean,submit_actions_mean,sanitized_overlap_count_mean,cost_usd_mean
active,1,pc_cpdag_llm,google/gemini-3-flash-preview,16,8,8,0.8477272727272727,0.11860563367742534,0.7655377618242424,0.929916783630303,0.709090909090909,0.17056057308448833,0.5908984620164257,0.8272833561653923,2.375,1.3024701806293193,1.4724342129240662,3.277565787075934,0.75,0.2672612419124244,0.5647974082254786,0.9352025917745214,4.875,0.0,2.0,3.0,0.0,2.0,1.0,0.0,0.0066720625
active,1,pc_greedy,baseline,16,16,0,0.8477272727272727,0.11458392812267364,0.7915811479471626,0.9038733975073827,0.8022727272727272,0.11743352846957904,0.7447302983226335,0.859815156222821,1.875,1.0878112581387147,1.3419724835120297,2.4080275164879703,0.7708333333333333,0.25730080393132027,0.6447559394069864,0.8969107272596801,4.875,0.0,2.125,0.0,0.0,0.0,0.0,0.0,0.0
active,2,llm_raw,google/gemini-3-flash-preview,16,7,9,0.46567715216971184,0.1339062413735253,0.36647802034106575,0.5648762839983579,0.29192358375670074,0.1867481832909026,0.15357859353806666,0.4302685739753348,12.714285714285714,2.751622897751175,10.675854945287169,14.752716483284258,0.7857142857142857,0.2672612419124244,0.5877243869820524,0.983704184446519,12.0,0.0,2.0,3.0,0.0,2.0,1.0,0.0,0.018807357142857143
active,2,llm_stats,google/gemini-3-flash-preview,16,8,8,0.439438799005737,0.1934387028935088,0.3053926168170057,0.5734849811944683,0.25393082742434836,0.2151137140286947,0.10486462882675288,0.40299702602194387,12.125,4.120939559996343,9.269334578421345,14.980665421578655,0.8541666666666666,0.2736800936326821,0.6645160375848966,1.0438172957484366,9.75,0.0,1.875,25.875,23.0,1.875,1.0,0.0,0.20036646874999997
active,2,llm_stats_cpdag_greedy,google/gemini-3-flash-preview,16,8,8,0.5533165299612668,0.19547764558663366,0.41785743257187136,0.6887756273506622,0.5108405483405485,0.20624868892563497,0.3679174987214002,0.6537635979596967,7.875,3.181980515339464,5.67,10.08,0.5625,0.21707836343821987,0.41207236882067766,0.7129276311793223,7.5,0.25,2.75,33.875,30.125,2.75,1.0,0.0,0.15674763749999998
active,2,oracle,baseline,16,16,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
active,2,pc_cpdag_llm,google/gemini-3-flash-preview,16,8,8,0.7403186274509804,0.10442342029393886,0.6679568890185341,0.8126803658834267,0.4946866246498599,0.23908976682315997,0.3290058691255524,0.6603673801741674,5.75,2.2519832529192065,4.189455223327443,7.310544776672557,0.9375,0.1767766952966369,0.8150000000000001,1.06,6.125,0.0,1.75,2.75,0.0,1.75,1.0,0.0,0.006684875
active,2,pc_greedy,baseline,16,16,0,0.7403186274509804,0.10088260830701014,0.6908861493805455,0.7897511055214154,0.6126925770308123,0.13449577109471722,0.5467896491944009,0.6785955048672236,4.875,1.5,4.14,5.61,0.7708333333333333,0.25730080393132027,0.6447559394069864,0.8969107272596801,6.125,0.0,2.125,0.0,0.0,0.0,0.0,0.0,0.0
active,3,llm_raw,google/gemini-3-flash-preview,16,7,9,0.4179043109339102,0.09411397561862336,0.34818370210681754,0.4876249197610028,0.24537587722261664,0.10456506224790311,0.16791299507311339,0.3228387593721199,21.714285714285715,5.822779568622009,17.400710244523616,26.027861184047815,0.9285714285714286,0.18898223650461363,0.7885714285714286,1.0685714285714285,20.428571428571427,0.0,2.0,3.0,0.0,2.0,1.0,0.0,0.023556142857142855
active,3,llm_stats,google/gemini-3-flash-preview,16,5,11,0.40406236442218446,0.09221297642063533,0.3232341268180071,0.4848906020263618,0.30102245580506454,0.17714751584040156,0.14574581191903596,0.4562990996910931,20.2,6.496152707564686,14.50587109383709,25.89412890616291,1.0,0.0,1.0,1.0,19.0,0.0,2.0,10.6,7.6,2.0,1.0,0.0,0.10266514
active,3,llm_stats_cpdag_greedy,google/gemini-3-flash-preview,16,8,8,0.4925089658288945,0.08569505800530268,0.4331253203317649,0.5518926113260241,0.46034295297066197,0.12162698383424637,0.376059753227089,0.5446261527142349,11.25,3.3273756282434617,8.944246327119917,13.555753672880083,0.5520833333333333,0.23961568104607556,0.38603813784594665,0.7181285288207199,8.25,0.75,3.25,36.375,32.125,3.25,1.0,0.0,0.19836953125
active,3,oracle,baseline,16,16,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
active,3,pc_cpdag_llm,google/gemini-3-flash-preview,16,8,8,0.779334700387332,0.08734707053518585,0.7188062686129666,0.8398631321616974,0.540176198070935,0.16146412383470973,0.42828726872670464,0.6520651274151653,7.0,2.0,5.614070708874367,8.385929291125633,0.875,0.23145502494313785,0.7146098506765456,1.0353901493234543,8.75,0.0,1.875,2.875,0.0,1.875,1.0,0.0,0.008926187499999998
active,3,pc_greedy,baseline,16,16,0,0.779334700387332,0.08438528712009073,0.7379859096984875,0.8206834910761764,0.6966564137616769,0.11989206672233063,0.6379093010677348,0.7554035264556189,5.5,1.5491933384829668,4.740895264143346,6.259104735856654,0.6354166666666666,0.25797466140287095,0.5090090825792599,0.7618242507540733,8.5,0.25,2.75,0.0,0.0,0.0,0.0,0.0,0.0
active,4,llm_raw,google/gemini-3-flash-preview,16,6,10,0.37249625767160727,0.10729810806888382,0.2866398900609151,0.4583526252822994,0.280771635307506,0.05658885813908022,0.23549111830212613,0.32605215231288587,27.0,7.58946638440411,20.92716211314677,33.07283788685323,1.0,0.0,1.0,1.0,26.0,0.0,2.1666666666666665,3.1666666666666665,0.0,2.1666666666666665,1.0,0.0,0.030522416666666666
active,4,llm_stats,google/gemini-3-flash-preview,16,7,9,0.31970275289603023,0.18581814094679575,0.18204674768775073,0.4573587581043097,0.22565457659633265,0.17978730928721443,0.09246627400369434,0.35884287918897095,22.428571428571427,6.051367417290709,17.945655710722903,26.91148714641995,1.0,0.0,1.0,1.0,17.142857142857142,0.8571428571428571,1.8571428571428572,9.857142857142858,7.0,1.8571428571428572,1.0,0.0,0.11199329999999999
active,4,llm_stats_cpdag_greedy,google/gemini-3-flash-preview,16,8,8,0.4327266326350995,0.13132081105905857,0.34172595334453737,0.5237273119256616,0.4030044104128772,0.14403227525488746,0.3031951358412681,0.5028136849844863,12.375,2.1998376563477846,10.85059027817322,13.89940972182678,0.6916666666666667,0.2005943549507195,0.5526618705863395,0.8306714627469938,7.125,0.375,3.75,35.25,30.5,3.75,1.0,0.0,0.1829859625
active,4,oracle,baseline,16,16,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
active,4,pc_cpdag_llm,google/gemini-3-flash-preview,16,8,8,0.7805648880105402,0.07630575129998077,0.7276877001065446,0.8334420759145359,0.6219416996047431,0.1408104883749288,0.5243650094364835,0.7195183897730028,7.0,2.2677868380553634,5.428503897554945,8.571496102445055,1.0,0.0,1.0,1.0,9.625,0.0,2.5,3.5,0.0,2.5,1.0,0.0,0.015344125
active,4,pc_greedy,baseline,16,16,0,0.7747315546772069,0.0667162337799805,0.7420406001250165,0.8074225092293973,0.6895503952569171,0.11971456045516907,0.6308902606338842,0.74821052987995,6.25,1.983263304085802,5.278200980997957,7.221799019002043,0.8541666666666666,0.2006932429798716,0.7558269776065295,0.9525063557268038,9.5,0.0,3.125,0.0,0.0,0.0,0.0,0.0,0.0
active,5,llm_raw,google/gemini-3-flash-preview,16,8,8,0.3327162055780477,0.10879991372142203,0.2573217119288175,0.40811069922727794,0.18525226470480233,0.11018645296499384,0.10889694838009141,0.26160758102951326,28.625,6.7175144212722016,23.97,33.28,1.0,0.0,1.0,1.0,22.125,0.375,2.25,3.25,0.0,2.25,1.0,0.0,0.036066875
active,5,llm_stats,google/gemini-3-flash-preview,16,8,8,0.25360015716229123,0.2065226216804914,0.11048728182876585,0.3967130324958166,0.15842649001399814,0.19876998527406256,0.020685917620031108,0.2961670624079652,24.0,10.915257997081753,16.436112110825544,31.563887889174456,1.0,0.0,1.0,1.0,15.0,0.0,2.0,10.875,7.875,2.0,1.0,0.0,0.11496376875000001
active,5,llm_stats_cpdag_greedy,google/gemini-3-flash-preview,16,8,8,0.3380645768443805,0.0903823706402264,0.27543278940854893,0.4006963642802121,0.3152902497222273,0.10345550871023379,0.24359923979731926,0.38698125964713537,15.625,3.543101950067402,13.16975561297862,18.08024438702138,0.8645833333333333,0.1988932672214717,0.7267573309083756,1.002409335758291,7.125,0.0,2.375,33.0,29.625,2.375,1.0,0.0,0.21262031874999998
active,5,oracle,baseline,16,16,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
active,5,pc_cpdag_llm,google/gemini-3-flash-preview,16,8,8,0.7640001473622162,0.08297599585389627,0.7065007158050992,0.8214995789193332,0.5594013936255315,0.1774773208217285,0.43641588490686417,0.682386902344199,9.125,2.9001231500945415,7.115317189206217,11.134682810793784,1.0,0.0,1.0,1.0,11.375,0.0,2.125,3.125,0.0,2.125,1.0,0.0,0.013589750000000001
active,5,pc_greedy,baseline,16,16,0,0.7590740389878321,0.07220953099182381,0.7236913688018385,0.7944567091738257,0.6419633208426312,0.144177440174098,0.5713163751573231,0.7126102665279392,8.125,2.4460853078609777,6.926418199148121,9.32358180085188,0.7208333333333333,0.23025750480390106,0.6080071559794218,0.8336595106872449,11.0,0.25,3.375,0.0,0.0,0.0,0.0,0.0,0.0
observational,0,pc,baseline,16,16,0,0.975,0.0683130051063973,0.9415266274978653,1.0084733725021346,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,0.25,2.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
observational,1,pc,baseline,16,16,0,0.8477272727272727,0.11458392812267364,0.7915811479471626,0.9038733975073827,0.26388888888888884,0.27925532957250826,0.1270537773983598,0.4007240003794179,5.125,1.5,4.39,5.86,1.0,0.0,1.0,1.0,1.25,3.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
observational,2,pc,baseline,16,16,0,0.7403186274509804,0.10088260830701014,0.6908861493805455,0.7897511055214154,0.2710726773226773,0.28068671760479463,0.13353618569632794,0.40860916894902666,7.625,2.4186773244895647,6.439848111000114,8.810151888999886,1.0,0.0,1.0,1.0,3.0,3.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
observational,3,pc,baseline,16,16,0,0.779334700387332,0.08438528712009073,0.7379859096984875,0.8206834910761764,0.3447368421052631,0.2612244525002957,0.21673686038011825,0.472736823830408,9.5,2.6331223544175333,8.209770046335409,10.790229953664591,1.0,0.0,1.0,1.0,4.25,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
observational,4,pc,baseline,16,16,0,0.7747315546772069,0.0667162337799805,0.7420406001250165,0.8074225092293973,0.36637055539919317,0.15082773712889896,0.2924649642060327,0.44027614659235365,10.875,1.746424919657298,10.019251789367924,11.730748210632076,1.0,0.0,1.0,1.0,4.625,4.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
observational,5,pc,baseline,16,16,0,0.7590740389878321,0.07220953099182381,0.7236913688018385,0.7944567091738257,0.3336530638189677,0.21269064631366216,0.22943464712527323,0.43787148051266217,13.0,2.4765567494675613,11.786487192760895,14.213512807239105,1.0,0.0,1.0,1.0,5.75,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
