panel,level,method,model,n_total,n_success,n_failed,skeleton_f1_mean,skeleton_f1_std,skeleton_f1_ci95_low,skeleton_f1_ci95_high,directed_f1_mean,directed_f1_std,directed_f1_ci95_low,directed_f1_ci95_high,dag_shd_mean,dag_shd_std,dag_shd_ci95_low,dag_shd_ci95_high,efficiency_mean,efficiency_std,efficiency_ci95_low,efficiency_ci95_high,submit_directed_mean,submit_undirected_mean,interventions_used_mean,total_actions_mean,stats_actions_mean,intervene_actions_mean,submit_actions_mean,sanitized_overlap_count_mean,cost_usd_mean
active,1,pc_cpdag_llm,gpt-5.5,8,8,0,0.8727272727272727,0.0700817535752314,0.8241630952005918,0.9212914502539535,0.8272727272727272,0.13289972784899773,0.7351779144684517,0.9193675400770026,1.625,1.0606601717798212,0.8900000000000002,2.36,0.6666666666666666,0.21821789023599236,0.5154493837038165,0.8178839496295167,4.875,0.0,2.375,3.375,0.0,2.375,1.0,0.0,0.140858125
active,1,pc_greedy,baseline,8,8,0,0.8477272727272727,0.11860563367742534,0.7655377618242424,0.929916783630303,0.8022727272727272,0.1215552502633595,0.7180392363576789,0.8865062181877756,1.875,1.1259916264596033,1.0947276116637217,2.6552723883362783,0.7708333333333333,0.26633163477615585,0.586274926438509,0.9553917402281575,4.875,0.0,2.125,0.0,0.0,0.0,0.0,0.0,0.0
active,2,llm_raw,gpt-5.5,8,8,0,0.7921762125902992,0.11403874978860168,0.7131513907626141,0.8712010344179844,0.7335923235691038,0.14193881080031592,0.6352337458512551,0.8319509012869524,4.25,2.3145502494313788,2.646098506765456,5.8539014932345435,0.4375,0.08625819491779428,0.37772612053190235,0.49727387946809765,8.0,0.375,3.625,4.625,0.0,3.625,1.0,0.0,0.63359125
active,2,llm_stats,gpt-5.5,8,8,0,0.7818627450980393,0.14138809807379987,0.6838857918295278,0.8798396983665508,0.7036151960784314,0.19883892556853666,0.5658268504977391,0.8414035416591237,4.125,2.6423744732991303,2.293927909666034,5.956072090333966,0.5,0.1543033499620919,0.39307323378436376,0.6069267662156362,7.5,0.0,3.25,8.25,4.0,3.25,1.0,0.0,0.74268025
active,2,llm_stats_cpdag_greedy,gpt-5.5,8,8,0,0.5290204678362573,0.2578754607981149,0.35032189054494367,0.707719045127571,0.4253367794486216,0.21271391030600673,0.27793355998713887,0.5727399989101043,8.0,2.7255405754769875,6.111296741147514,9.888703258852486,0.7291666666666666,0.3078019874725689,0.5158707715142075,0.9424625618191258,6.75,0.125,2.125,6.0,2.875,2.125,1.0,0.0,0.206576625
active,2,oracle,baseline,8,8,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
active,2,pc_cpdag_llm,gpt-5.5,8,8,0,0.7604079131652662,0.11374311864958067,0.6815879532650502,0.8392278730654823,0.666264005602241,0.18117216806631414,0.5407180983723205,0.7918099128321614,4.375,1.9955307206712847,2.9921677614403115,5.757832238559688,0.7291666666666666,0.23464765886222647,0.5665641349110592,0.8917691984222741,6.375,0.0,2.375,3.375,0.0,2.375,1.0,0.0,0.14666687500000003
active,2,pc_greedy,baseline,8,8,0,0.7403186274509804,0.10442342029393886,0.6679568890185341,0.8126803658834267,0.6126925770308123,0.13921634926448592,0.5162205689061985,0.709164585155426,4.875,1.5526475085202969,3.799070169574242,5.950929830425758,0.7708333333333333,0.26633163477615585,0.586274926438509,0.9553917402281575,6.125,0.0,2.125,0.0,0.0,0.0,0.0,0.0,0.0
active,3,llm_raw,gpt-5.5,8,8,0,0.7718359539011713,0.07699483088489235,0.7184812582068529,0.8251906495954897,0.7054539663235315,0.10199251550807774,0.6347767589644163,0.7761311736826467,6.0,2.0701966780270626,4.5654268927656565,7.4345731072343435,0.44999999999999996,0.1023532631438318,0.37907280728333687,0.520927192716663,11.0,0.0,3.75,4.75,0.0,3.75,1.0,0.0,0.6769287500000001
active,3,llm_stats,gpt-5.5,8,8,0,0.6606576346993966,0.1499625540980024,0.5567388865511798,0.7645763828476135,0.6284959557985874,0.1732789210563661,0.5084197896852554,0.7485721219119195,7.75,3.693623849670827,5.1904492581704895,10.309550741829511,0.5520833333333333,0.16021748611541392,0.4410582798544,0.6631083868122666,9.5,0.125,3.125,9.5,5.375,3.125,1.0,0.0,0.8692285000000001
active,3,llm_stats_cpdag_greedy,gpt-5.5,8,8,0,0.5088258963258963,0.28493708432516135,0.31137457067880847,0.706277221972984,0.4226155788655789,0.24084891039284895,0.2557157990410077,0.58951535869015,8.875,2.5877458475338284,7.08178361595707,10.66821638404293,0.8125,0.25877458475338283,0.6331783615957071,0.9918216384042929,6.25,0.0,1.5,5.125,2.625,1.5,1.0,0.0,0.16054225
active,3,oracle,baseline,8,8,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
active,3,pc_cpdag_llm,gpt-5.5,8,8,0,0.779334700387332,0.08734707053518585,0.7188062686129666,0.8398631321616974,0.6878844839371155,0.13342484141583957,0.5954257859961133,0.7803431818781178,5.5,1.7728105208558367,4.2715049857651035,6.7284950142348965,0.6979166666666666,0.22685522619237508,0.5407140152541948,0.8551193180791384,8.75,0.0,2.625,3.625,0.0,2.625,1.0,0.0,0.13583562500000002
active,3,pc_greedy,baseline,8,8,0,0.779334700387332,0.08734707053518585,0.7188062686129666,0.8398631321616974,0.6966564137616769,0.12410007912518392,0.6106594464163763,0.7826533811069775,5.5,1.6035674514745464,4.3887844493528725,6.6112155506471275,0.6354166666666666,0.2670291435256899,0.4503749108684445,0.8204584224648888,8.5,0.25,2.75,0.0,0.0,0.0,0.0,0.0,0.0
active,4,llm_raw,gpt-5.5,10,8,2,0.7133698185872099,0.08887313772988566,0.6517838762001643,0.7749557609742556,0.6861728488902401,0.06997254635250422,0.6376843481079493,0.7346613496725309,7.125,1.5526475085202969,6.049070169574242,8.200929830425757,0.5583333333333333,0.06606874726434098,0.51255002730252,0.6041166393641467,9.625,0.125,4.625,5.625,0.0,4.625,1.0,0.0,0.8342875000000001
active,4,llm_stats,gpt-5.5,11,8,3,0.6455371352785146,0.12420678216180991,0.5594662265012581,0.7316080440557712,0.5783517856456387,0.14046027671637068,0.48101777977522375,0.6756857915160537,9.625,3.9256482631170977,6.904664542744774,12.345335457255226,0.6166666666666667,0.09759000729485333,0.549040241851116,0.6842930914822174,10.125,0.125,4.25,12.875,7.625,4.25,1.0,0.0,1.126688875
active,4,llm_stats_cpdag_greedy,gpt-5.5,11,8,3,0.38590250329380765,0.24586484809607342,0.2155268559765564,0.5562781506110589,0.30604139218269655,0.16765754024372112,0.18986064423177268,0.4222221401336204,12.875,2.416461403433896,11.200477680053204,14.549522319946796,0.84375,0.22903134532822608,0.6850393749618507,1.0024606250381491,6.375,0.25,1.875,5.5,2.625,1.875,1.0,0.0,0.14049662499999999
active,4,oracle,baseline,8,8,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
active,4,pc_cpdag_llm,gpt-5.5,11,8,3,0.7747315546772069,0.06905786277089626,0.7268768972788472,0.8225862120755666,0.6786808300395257,0.14307223189269924,0.5795368315761203,0.7778248285029311,6.375,2.2638462845343543,4.806234561828952,7.943765438171048,0.825,0.1883512423006296,0.694479248137828,0.9555207518621719,9.5,0.0,3.125,4.125,0.0,3.125,1.0,0.0,0.218913125
active,4,pc_greedy,baseline,8,8,0,0.7747315546772069,0.06905786277089626,0.7268768972788472,0.8225862120755666,0.6895503952569171,0.12391634268288049,0.6036807507702343,0.7754200397435999,6.25,2.052872551885702,4.82743189969689,7.67256810030311,0.8541666666666666,0.20773724245970415,0.7102121020753809,0.9981212312579524,9.5,0.0,3.125,0.0,0.0,0.0,0.0,0.0,0.0
active,5,llm_raw,gpt-5.5,16,8,8,0.6062335662234242,0.1031585817901414,0.534748316156456,0.6777188162903923,0.5366701918020376,0.15660048391986803,0.4281515929675407,0.6451887906365344,12.25,3.370036032024414,9.914684175534282,14.585315824465718,0.5375000000000001,0.05175491695067655,0.5016356723191415,0.5733643276808587,12.625,0.125,4.375,5.375,0.0,4.375,1.0,0.0,0.85473825
active,5,llm_stats,gpt-5.5,16,8,8,0.585810903038378,0.08580210937533853,0.5263530747265546,0.6452687313502015,0.5075493425743705,0.15011915894799838,0.40352207280178265,0.6115766123469583,12.75,3.770183777256185,10.137395935086987,15.362604064913013,0.5999999999999999,0.06900655593423541,0.5521808964255217,0.647819103574478,11.875,0.0,4.0,12.5,7.5,4.0,1.0,0.0,1.21872925
active,5,llm_stats_cpdag_greedy,gpt-5.5,16,8,8,0.46427527994244633,0.16268985926970814,0.35153695927694856,0.5770136006079442,0.3720005862453388,0.13493585023038046,0.27849481261672593,0.4655063598739517,17.0,4.105745103771404,14.15486379939378,19.84513620060622,0.65,0.22038926600773587,0.49727803039510005,0.8027219696048999,11.875,1.25,3.25,6.125,1.875,3.25,1.0,0.125,0.17220675
active,5,oracle,baseline,8,8,0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
active,5,pc_cpdag_llm,gpt-5.5,16,8,8,0.7590740389878321,0.07474396559058294,0.7072791133643944,0.8108689646112698,0.6455245744038848,0.14700249489422368,0.5436570426326593,0.7473921061751102,8.125,2.416461403433896,6.450477680053204,9.799522319946796,0.7520833333333333,0.2210073438412082,0.598933057641631,0.9052336090250357,10.875,0.375,3.25,4.25,0.0,3.25,1.0,0.0,0.24575000000000002
active,5,pc_greedy,baseline,8,8,0,0.7590740389878321,0.07474396559058294,0.7072791133643944,0.8108689646112698,0.6419633208426312,0.14923782884743161,0.5385467816708065,0.7453798600144559,8.125,2.5319388392523003,6.370455899670801,9.879544100329198,0.7208333333333333,0.2383391607679182,0.5556727212680538,0.8859939453986129,11.0,0.25,3.375,0.0,0.0,0.0,0.0,0.0,0.0
observational,0,pc,baseline,8,8,0,0.975,0.07071067811865474,0.9259999999999999,1.024,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,0.25,2.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
observational,1,pc,baseline,8,8,0,0.8477272727272727,0.11860563367742534,0.7655377618242424,0.929916783630303,0.26388888888888884,0.2890567278011796,0.06358279596059688,0.4641949818171808,5.125,1.5526475085202969,4.049070169574242,6.200929830425758,1.0,0.0,1.0,1.0,1.25,3.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
observational,2,pc,baseline,8,8,0,0.7403186274509804,0.10442342029393886,0.6679568890185341,0.8126803658834267,0.2710726773226773,0.29053835517588306,0.06973986900581783,0.47240548563953677,7.625,2.5035688811888406,5.8901152776048775,9.359884722395122,1.0,0.0,1.0,1.0,3.0,3.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
observational,3,pc,baseline,8,8,0,0.779334700387332,0.08734707053518585,0.7188062686129666,0.8398631321616974,0.3447368421052631,0.2703929968927752,0.15736405485079344,0.5321096293597328,9.5,2.7255405754769875,7.611296741147514,11.388703258852486,1.0,0.0,1.0,1.0,4.25,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
observational,4,pc,baseline,8,8,0,0.7747315546772069,0.06905786277089626,0.7268768972788472,0.8225862120755666,0.36637055539919317,0.15612154017929283,0.2581838476441285,0.47455726315425784,10.875,1.807721533549109,9.62231288822787,12.12768711177213,1.0,0.0,1.0,1.0,4.625,4.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
observational,5,pc,baseline,8,8,0,0.7590740389878321,0.07474396559058294,0.7072791133643944,0.8108689646112698,0.3336530638189677,0.2201557347229862,0.1810929231380321,0.4862132044999033,13.0,2.5634797778466227,11.223599144337067,14.776400855662933,1.0,0.0,1.0,1.0,5.75,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
